run_started_at,epoch,total_epochs,train_data,val_data,image_dir,val_image_dir,image_size,batch_size,num_workers,initial_lr,lr,weight_decay,warmup_epochs,pretrained_backbone,freeze_backbone_stem,amp,conf_threshold,nms_threshold,max_detections,seed,train_loss,train_box_loss,train_objectness_loss,train_class_loss,train_num_positive,val_loss,val_box_loss,val_objectness_loss,val_class_loss,val_num_positive,val_map50,best_map50
2026-05-26 08:43:19,1,1,public\annotations\train.json,public\annotations\val.json,public\train\images,public\val\images,512,1,0,0.001,0.0006666666666666666,0.0001,3,False,False,False,0.25,0.45,100,42,0.021718410775065422,0.0,0.021718410775065422,0.0,0.0,3.0874805450439453,0.2250773310661316,1.1446744203567505,1.6348389387130737,1.0,0.0,0.0
